Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2021,Spring,2021-sp,MATH,417,Intro to Abstract Algebra,ONL,0,2,6,8,5,2,4,1,1,1,0,0,0,0,"Dodd, Christopher S"
2021,Spring,2021-sp,MATH,417,Intro to Abstract Algebra,ONL,0,1,7,6,4,2,2,0,1,2,0,0,0,0,"Dodd, Christopher S"
2021,Spring,2021-sp,MATH,417,Intro to Abstract Algebra,ONL,0,0,1,6,3,2,2,4,1,2,3,1,1,0,"Pascaleff, James"
2021,Spring,2021-sp,MATH,417,Intro to Abstract Algebra,ONL,1,2,2,2,3,0,1,3,2,1,2,1,1,0,"Pascaleff, James"
2021,Spring,2021-sp,MATH,441,Differential Equations,ONL,1,7,7,2,4,2,4,5,0,0,0,0,2,0,"Zharnitsky, Vadim"
2021,Spring,2021-sp,MATH,441,Differential Equations,ONL,3,5,6,4,10,5,3,4,0,0,0,0,0,0,"Zharnitsky, Vadim"
2021,Spring,2021-sp,MATH,441,Differential Equations,ONL,4,4,4,7,2,2,3,0,3,1,1,0,1,0,"Tzirakis, Nikolaos"
2021,Spring,2021-sp,MATH,441,Differential Equations,ONL,5,4,1,3,3,4,0,2,1,0,1,0,3,0,"Tzirakis, Nikolaos"
2021,Spring,2021-sp,MATH,442,Intro Partial Diff Equations,ONL,1,12,6,4,5,3,1,1,1,0,0,0,0,0,"Barron, Alexander A"
2021,Spring,2021-sp,MATH,442,Intro Partial Diff Equations,ONL,4,11,3,2,6,6,1,2,1,1,1,1,0,0,"Barron, Alexander A"
2021,Spring,2021-sp,MATH,444,Elementary Real Analysis,ONL,6,10,1,5,3,0,0,0,0,0,0,0,1,0,"Mortensen, Karen P"
2021,Spring,2021-sp,MATH,444,Elementary Real Analysis,ONL,0,3,3,1,0,2,0,1,3,0,5,0,3,0,"Yang, Zhao"
2021,Spring,2021-sp,MATH,446,Applied Complex Variables,ONL,3,9,3,2,2,1,1,1,0,0,1,0,0,0,"Nikolaev, Igor G"
2021,Spring,2021-sp,MATH,446,Applied Complex Variables,ONL,9,5,7,4,4,1,2,1,0,0,0,0,0,0,"Nikolaev, Igor G"
2021,Spring,2021-sp,MATH,447,Real Variables,ONL,4,4,3,4,4,1,1,2,0,0,1,0,0,0,"Nguyen, Oanh"
2021,Spring,2021-sp,MATH,453,Elementary Theory of Numbers,ONL,3,6,2,2,2,1,3,2,1,1,0,0,1,0,"Ford, Kevin"
2021,Spring,2021-sp,MATH,453,Elementary Theory of Numbers,ONL,4,6,1,1,1,0,1,2,3,0,3,1,0,0,"Tang, Shiang"
2021,Spring,2021-sp,MATH,482,Linear Programming,ONL,3,5,3,1,2,2,0,3,2,0,1,1,0,0,"Whittlesey, Kim"
2021,Spring,2021-sp,MATH,484,Nonlinear Programming,ONL,4,8,3,0,2,0,0,3,3,0,1,1,0,0,"Hodges, Reuven M"
2021,Spring,2021-sp,MATH,595,Quantum Channels I,ONL,17,2,0,1,0,1,0,0,0,0,0,0,0,0,"Leditzky, Felix"
2021,Spring,2021-sp,MBA,541,Marketing in a Digital World,ONL,562,111,18,11,7,4,2,2,0,0,0,1,6,0,"Rindfleisch, Aric P"
2021,Spring,2021-sp,MBA,541,Marketing in a Digital World,ONL,25,14,4,1,2,0,0,0,0,0,0,0,0,0,"Rindfleisch, Aric P"
2021,Spring,2021-sp,MBA,548,Global Strategy,ONL,0,248,72,42,29,21,9,7,2,2,2,0,8,0,"Bucheli, Marcelo"
2021,Spring,2021-sp,MBA,548,Global Strategy,ONL,0,16,10,10,6,3,3,1,0,0,0,0,0,0,"Bucheli, Marcelo"
2021,Spring,2021-sp,MBA,551,Strategic Innovation,ONL,0,1034,121,16,42,9,6,6,1,0,1,0,8,0,"Love, E G"
2021,Spring,2021-sp,MBA,551,Strategic Innovation,ONL,0,56,8,0,2,1,0,1,0,0,0,0,2,0,"Love, E G"
2021,Spring,2021-sp,MBA,561,Intro to Bus Analytics w/R,ONL,437,212,84,40,31,13,11,13,5,0,10,0,10,0,"Guymon, Ronald N"
2021,Spring,2021-sp,MBA,561,Intro to Bus Analytics w/R,ONL,38,20,7,2,5,1,1,3,0,0,0,0,1,0,"Guymon, Ronald N"
2021,Spring,2021-sp,MCB,100,Introductory Microbiology,OLC,1,25,82,74,35,12,7,6,5,2,0,0,2,0,"Wilson, Brenda A"
2021,Spring,2021-sp,MCB,101,Intro Microbiology Laboratory,OLB,2,3,3,6,1,1,4,1,0,1,1,0,0,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,101,Intro Microbiology Laboratory,OLB,4,3,3,6,2,3,1,2,1,1,0,0,0,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,101,Intro Microbiology Laboratory,OLB,2,3,3,5,2,3,3,2,0,0,0,0,0,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,101,Intro Microbiology Laboratory,OLB,1,7,3,6,4,1,2,0,0,0,0,0,0,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,101,Intro Microbiology Laboratory,OLB,0,5,1,3,2,3,3,0,0,1,1,1,1,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,101,Intro Microbiology Laboratory,OLB,2,3,4,2,1,2,2,1,2,1,0,0,1,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,4,6,5,3,2,0,0,0,0,0,1,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,5,5,8,2,2,1,0,0,1,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,4,3,2,6,2,1,1,1,0,0,1,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,3,4,4,7,1,2,1,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,0,5,4,5,7,1,1,1,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,4,6,9,1,1,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,3,3,6,5,3,2,0,0,0,1,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,5,3,7,1,1,2,1,1,2,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,10,5,6,1,1,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,0,4,10,8,3,0,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,3,3,8,3,2,1,0,1,0,1,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,3,3,3,5,5,2,1,0,0,0,0,1,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,0,3,10,4,4,1,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,3,5,6,3,2,0,0,1,1,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,1,7,4,7,2,2,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,3,5,7,3,4,1,0,0,1,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,4,4,5,3,5,1,1,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,3,4,7,4,3,1,0,0,0,0,0,0,1,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,2,4,2,7,3,2,1,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,5,5,7,2,2,1,1,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,0,7,3,5,7,0,0,1,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,150,Molec & Cellular Basis of Life,OD,3,1,3,6,5,2,2,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,151,Molec & Cellular Laboratory,OLB,14,2,2,1,1,0,0,0,0,1,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,151,Molec & Cellular Laboratory,OLB,20,1,0,0,1,0,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,151,Molec & Cellular Laboratory,OLB,16,4,1,0,0,1,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,151,Molec & Cellular Laboratory,OLB,13,6,1,1,0,0,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,151,Molec & Cellular Laboratory,OLB,17,6,0,0,1,0,0,0,0,0,0,0,0,0,"Reedy, Melissa M"
2021,Spring,2021-sp,MCB,246,Human Anatomy & Physiology II,OLC,57,47,65,76,93,47,26,20,12,3,4,2,2,0,"Brown, Chester M"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,5,0,5,5,2,3,3,1,2,0,0,1,1,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,7,0,3,5,2,2,1,0,0,0,1,1,1,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,7,2,3,6,5,2,2,1,1,0,0,0,0,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,6,3,2,4,2,4,1,1,0,0,1,1,0,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,3,7,3,4,2,2,0,0,0,0,0,0,1,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,2,0,3,6,5,4,0,5,0,0,0,0,0,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,3,5,3,1,4,0,0,4,2,0,1,0,1,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,6,7,3,4,2,4,3,0,0,0,0,1,0,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,4,5,1,2,3,2,2,4,1,1,1,0,1,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,6,3,6,5,3,2,2,3,0,0,0,0,0,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,247,Human Anat & Physiol Lab II,OLB,5,8,3,2,3,2,2,2,2,0,0,0,0,0,"Joesting, Jennifer J"
2021,Spring,2021-sp,MCB,250,Molecular Genetics,OD,2,1,4,0,0,3,1,3,0,2,2,0,3,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,250,Molecular Genetics,OD,4,4,4,2,1,2,0,1,1,1,1,0,0,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,250,Molecular Genetics,OD,4,1,1,3,4,2,3,1,0,0,1,1,1,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,250,Molecular Genetics,OD,2,1,2,4,3,0,2,2,1,2,1,1,0,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,250,Molecular Genetics,OD,2,2,2,1,4,4,1,0,1,2,1,0,1,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,251,Exp Techniqs in Molecular Biol,OLB,2,3,4,4,4,1,2,1,0,0,0,0,1,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,251,Exp Techniqs in Molecular Biol,OLB,4,5,4,5,4,0,0,1,0,0,0,0,0,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,251,Exp Techniqs in Molecular Biol,OLB,4,9,2,3,2,1,1,0,0,1,0,0,0,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,251,Exp Techniqs in Molecular Biol,OLB,3,5,7,1,2,2,0,1,2,1,0,0,0,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,251,Exp Techniqs in Molecular Biol,OLB,6,7,3,4,2,1,0,0,0,0,0,0,0,0,"Kirchner, Nicholas C"
2021,Spring,2021-sp,MCB,252,"Cells, Tissues & Development",OD,4,7,4,2,1,2,1,0,0,0,0,0,1,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,252,"Cells, Tissues & Development",OD,0,8,3,3,3,3,0,1,0,1,0,1,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,252,"Cells, Tissues & Development",OD,3,6,2,2,3,2,2,1,0,1,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,252,"Cells, Tissues & Development",OD,7,5,5,2,0,1,0,0,1,1,1,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,252,"Cells, Tissues & Development",OD,3,7,5,4,3,1,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,252,"Cells, Tissues & Development",OD,8,8,1,0,0,2,2,0,0,1,0,0,1,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,7,3,8,1,1,1,0,0,0,1,1,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,7,8,2,2,0,0,2,0,1,0,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,5,4,5,5,2,0,0,0,0,1,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,5,9,4,1,3,0,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,7,7,4,2,1,0,0,0,0,0,1,0,1,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,6,7,3,4,1,0,0,1,0,0,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,9,10,2,1,1,0,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,253,Exp Techniqs in Cellular Biol,OLB,3,6,4,7,2,0,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2021,Spring,2021-sp,MCB,301,Experimental Microbiology,OLC,4,23,23,12,16,10,7,7,3,2,1,1,2,0,"Alt, Renee L"
2021,Spring,2021-sp,MCB,317,Genetics and Genomics,OD,1,12,0,1,4,0,0,3,0,0,1,0,0,0,"Rivier, David H"
2021,Spring,2021-sp,MCB,317,Genetics and Genomics,OD,5,3,0,1,8,0,0,3,0,0,1,0,1,0,"Rivier, David H"
2021,Spring,2021-sp,MCB,317,Genetics and Genomics,OD,3,7,0,2,6,0,0,3,0,0,0,0,1,0,"Rivier, David H"
2021,Spring,2021-sp,MCB,317,Genetics and Genomics,OD,1,4,0,1,10,0,0,4,0,0,2,0,0,0,"Rivier, David H"
2021,Spring,2021-sp,MCB,317,Genetics and Genomics,OD,0,8,0,0,11,0,0,2,0,0,0,0,1,0,"Rivier, David H"
2021,Spring,2021-sp,MCB,320,Mechanisms of Human Disease,OLC,27,17,9,11,10,9,5,4,2,0,2,0,2,0,"Bolton, Eric C"
2021,Spring,2021-sp,MCB,354,Biochem & Phys Basis of Life,OD,1,3,3,3,2,3,1,1,4,1,0,0,0,0,"Stenger, Alejandra L"
2021,Spring,2021-sp,MCB,354,Biochem & Phys Basis of Life,OD,1,2,1,3,1,3,2,3,3,2,1,0,0,0,"Stenger, Alejandra L"
2021,Spring,2021-sp,MCB,354,Biochem & Phys Basis of Life,OD,6,3,3,3,3,0,1,2,1,1,0,0,1,0,"Stenger, Alejandra L"
2021,Spring,2021-sp,MCB,354,Biochem & Phys Basis of Life,OD,3,5,0,2,3,4,2,1,0,0,1,1,0,0,"Stenger, Alejandra L"
2021,Spring,2021-sp,MCB,364,Eukaryotic Cell Biology Lab,OLB,4,5,2,2,2,3,2,0,0,1,0,0,0,0,"Levesque, Lyne"
2021,Spring,2021-sp,MCB,402,Sys & Integrative Physiology,OLC,83,51,22,7,7,2,0,0,0,0,0,0,0,0,"Nelson, Erik"
2021,Spring,2021-sp,MCB,406,Gene Expression & Regulation,OLC,5,25,18,7,3,2,0,0,0,0,0,0,0,0,"Jin, Hong"
2021,Spring,2021-sp,MCB,410,"Dev Bio, Stem Cells, Regen Med",OLC,6,14,17,14,6,3,2,2,0,0,0,0,0,0,"Li, Xin"
2021,Spring,2021-sp,MCB,424,Microbial Biochemistry,OLC,0,12,10,5,2,3,0,2,1,0,0,0,0,0,"Metcalf, William W"
2021,Spring,2021-sp,MCB,426,Bacterial Pathogenesis,OLC,0,4,3,3,6,3,1,1,0,4,3,0,2,0,"Kehl-Fie, Thomas"
2021,Spring,2021-sp,MCB,435,Evolution of InfectiousDisease,OLC,39,3,2,0,1,0,0,0,0,0,0,0,0,0,"Whitaker, Rachel"
2021,Spring,2021-sp,MCB,450,Introductory Biochemistry,OLC,42,54,50,36,36,29,20,20,14,10,8,4,0,0,"Chen, Lin-Feng"
2021,Spring,2021-sp,MCB,462,Integrative Neuroscience,OLC,4,36,4,5,27,0,0,1,0,0,1,0,0,0,"Gillette, Martha L"
2021,Spring,2021-sp,MCB,465,Human Metabolic Disease,OLC,3,7,4,8,14,7,5,3,2,0,0,0,0,0,"Anakk, Sayeepriyadarsh"
2021,Spring,2021-sp,MCB,480,Eukaryotic Cell Signaling,OLC,3,20,9,12,7,2,0,2,0,0,0,0,0,0,"Chen, Jie"
2021,Spring,2021-sp,MDIA,223,Watching the Environment,ONL,1,1,6,2,4,1,0,2,3,0,4,0,5,0,"Brazee, Richard J"
2021,Spring,2021-sp,ME,170,Computer-Aided Design,LEC,29,22,7,2,1,1,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2021,Spring,2021-sp,ME,170,Computer-Aided Design,OLC,12,12,1,2,1,0,0,0,0,0,0,0,1,0,"Philpott, Michael L"
2021,Spring,2021-sp,ME,199,Design Projects-DES,LBD,3,17,1,0,2,0,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2021,Spring,2021-sp,ME,199,Automotive Design Projects-SAE,LBD,5,51,0,0,2,0,0,1,0,0,0,0,0,0,"Philpott, Michael L"
2021,Spring,2021-sp,ME,200,Thermodynamics,OLC,34,53,37,16,3,4,0,1,2,1,0,1,0,0,"Liebenberg, Leon"
2021,Spring,2021-sp,ME,270,Design for Manufacturability,OLC,30,25,20,7,4,6,3,5,2,2,0,5,1,0,"Flachsbart, Bruce R"
2021,Spring,2021-sp,ME,310,Fundamentals of Fluid Dynamics,OLC,1,7,7,2,5,4,1,6,3,0,2,0,1,0,"Juarez, Gabriel"
2021,Spring,2021-sp,ME,310,Fundamentals of Fluid Dynamics,OLC,9,10,17,6,4,2,1,2,1,0,0,0,0,0,"Feng, Jie"
2021,Spring,2021-sp,ME,320,Heat Transfer,OLC,1,4,2,4,1,2,6,3,0,3,1,0,0,0,"Pearlstein, Arne J"
2021,Spring,2021-sp,ME,330,Engineering Materials,OLC,2,12,19,4,4,3,3,1,1,0,1,0,1,0,"Mercer, Brian S"
2021,Spring,2021-sp,ME,330,Engineering Materials,OLC,8,10,12,11,8,5,0,1,1,0,0,0,0,0,"Nam, SungWoo"
2021,Spring,2021-sp,ME,330,Engineering Materials,OLC,3,9,6,3,0,1,0,1,0,0,0,0,0,0,"Nam, SungWoo"
2021,Spring,2021-sp,ME,340,Dynamics of Mechanical Systems,OLC,4,12,11,4,3,2,2,1,0,0,0,0,0,0,"Salapaka, Srinivasa M"
2021,Spring,2021-sp,ME,340,Dynamics of Mechanical Systems,OLC,5,26,9,6,0,1,4,1,0,0,0,1,0,0,"Shao, Chenhui"
2021,Spring,2021-sp,ME,340,Dynamics of Mechanical Systems,OLC,5,9,3,3,2,0,3,1,0,0,0,0,0,0,"Shao, Chenhui"
2021,Spring,2021-sp,ME,360,Signal Processing,OLC,6,9,6,4,16,5,3,5,1,2,1,0,0,0,"Dullerud, Geir E"
2021,Spring,2021-sp,ME,360,Signal Processing,OLC,2,7,8,2,3,2,3,1,1,0,0,1,0,0,"Bentsman, Joseph"
2021,Spring,2021-sp,ME,370,Mechanical Design I,OLC,6,33,22,12,9,7,2,1,1,0,0,0,3,0,"Tawfick, Sameh H"
2021,Spring,2021-sp,ME,371,Mechanical Design II,OLC,4,3,13,4,3,3,2,4,5,0,2,0,0,0,"Flachsbart, Bruce R"
2021,Spring,2021-sp,ME,371,Mechanical Design II,OLC,3,7,13,8,13,8,2,0,1,0,0,0,0,0,"Mercer, Brian S"
2021,Spring,2021-sp,ME,400,Energy Conversion Systems,OLC,4,8,18,5,2,3,1,0,0,1,0,0,0,0,"Liebenberg, Leon"
2021,Spring,2021-sp,ME,412,Numerical Thermo-Fluid Mechs,OLC,4,13,2,1,2,0,1,0,0,0,0,0,0,0,"Vanka, Surya P"
2021,Spring,2021-sp,ME,470,Senior Design Project,LEC,12,54,14,5,2,1,1,0,0,0,0,0,0,0,"Johnson, Blake E"
2021,Spring,2021-sp,ME,470,Senior Design Project,OLC,2,13,5,2,3,1,0,0,0,0,0,0,0,0,"Johnson, Blake E"
2021,Spring,2021-sp,ME,471,Finite Element Analysis,OLC,1,13,5,8,11,1,1,0,0,0,1,0,2,0,"Aluru, Narayana R"
2021,Spring,2021-sp,ME,481,Whole-Body Musculoskel Biomech,OLC,12,11,7,5,8,5,4,1,0,1,0,0,1,0,"Kersh, Mariana E"
2021,Spring,2021-sp,ME,481,Whole-Body Musculoskel Biomech,LCD,7,5,6,0,2,1,0,0,0,0,0,0,1,0,"Kersh, Mariana E"
2021,Spring,2021-sp,ME,483,Mechanobiology,OLC,10,18,2,0,1,0,0,0,0,0,0,0,0,0,"Wang, Ning"
2021,Spring,2021-sp,MSE,201,Phases and Phase Relations,OLC,2,8,3,3,5,1,3,2,3,0,0,0,1,0,"Cahill, David G"
2021,Spring,2021-sp,MSE,206,Mechanics for MatSE,OLC,7,21,13,8,5,4,5,1,0,1,3,2,0,0,"Krogstad, Jessica A"
2021,Spring,2021-sp,MSE,280,Engineering Materials,OLC,3,30,9,9,6,1,1,0,0,0,1,0,1,0,"Goodman, Matthew D"
2021,Spring,2021-sp,MSE,304,Electronic Properties of Matls,OLC,6,16,8,5,12,5,7,3,6,4,3,3,0,0,"Hoffmann, Axel F"
2021,Spring,2021-sp,MSE,308,Materials Laboratory II,OLC,4,58,14,6,1,2,3,1,0,1,0,1,0,0,"TerBush, Jessica"
2021,Spring,2021-sp,MSE,402,Kinetic Processes in Materials,OLC,0,15,12,42,28,6,3,6,1,0,1,0,0,0,"Evans, Christopher"
2021,Spring,2021-sp,MSE,405,Microstructure Determination,OLC,0,20,19,15,13,8,3,5,2,3,1,0,2,0,"Shoemaker, Daniel P"
2021,Spring,2021-sp,MSE,420,Ceramic Materials & Properties,OLC,4,3,3,2,2,3,1,1,1,0,1,0,2,0,"Kriven, Waltraud M"
2021,Spring,2021-sp,MSE,450,Polymer Science & Engineering,OLC,4,15,4,5,10,6,1,0,0,0,1,0,0,0,"Chen, Qian"
2021,Spring,2021-sp,MSE,458,Polymer Physics,OLC,0,6,5,5,2,1,1,2,0,0,0,0,0,0,"Statt, Antonia"
2021,Spring,2021-sp,MSE,460,Electronic Materials I,OLC,3,5,1,3,5,1,0,2,0,0,2,0,0,0,"Cao, Qing"
2021,Spring,2021-sp,MSE,473,Biomolecular Materials Science,OLC,2,6,7,3,4,4,1,0,0,0,1,0,2,0,"Leal, Cecilia"
2021,Spring,2021-sp,MSE,474,Biomaterials and Nanomedicine,OLC,1,7,13,3,2,0,0,1,0,0,0,0,0,0,"Wang, Hua"
2021,Spring,2021-sp,MSE,481,Electron Microscopy,OLC,4,5,5,4,3,2,0,0,0,0,0,0,0,0,"Huang, Pinshane"
2021,Spring,2021-sp,MSE,487,Materials for Nanotechnology,OLC,2,17,2,3,3,2,1,0,1,0,0,0,0,0,"Braun, Paul V"
2021,Spring,2021-sp,MSE,498,Modern Methods in Mat'ls Chara,ONL,2,24,5,1,0,0,0,0,0,0,0,0,0,0,"Sardela, Mauro"
2021,Spring,2021-sp,MUS,102,Music Theory and Practice II,OD,1,4,8,3,3,1,1,1,0,0,0,0,0,0,"Hahn, Jiwon"
2021,Spring,2021-sp,MUS,102,Music Theory and Practice II,OD,0,7,3,0,8,1,0,2,0,0,1,0,0,0,"Paul, Cody A"
2021,Spring,2021-sp,MUS,110,Introd Art Mus: Intl Perspect,OLC,47,35,12,7,4,4,2,5,1,2,5,0,2,0,"Silvers, Michael B"
2021,Spring,2021-sp,MUS,130,Music Then and Now,OLC,150,65,17,12,11,6,7,4,3,4,5,3,5,0,"Siletti, Michael J"
2021,Spring,2021-sp,MUS,133,Introduction to World Music,OLC,454,51,17,16,7,10,7,6,4,1,3,3,7,0,"Tsekouras, Ioannis"
2021,Spring,2021-sp,MUS,240,Orientation Mus Tchg Lrng K-HS,ONL,12,5,2,1,1,0,0,1,0,0,0,0,0,0,"Kruse, Adam J"
2021,Spring,2021-sp,MUS,244,Social Foundations of Music Ed,ONL,0,17,0,0,4,0,0,2,0,0,0,0,0,0,"McCall, Joyce M"
2021,Spring,2021-sp,MUS,314,The History of Music II,OLC,32,17,15,9,10,7,3,3,4,0,2,2,1,0,"Eagen, Megan K"
2021,Spring,2021-sp,MUS,408,Analysis of Musical Form,ONL,1,13,5,0,2,1,0,0,0,0,0,0,0,0,"Tharp, Reynold"
2021,Spring,2021-sp,MUS,414,Music and Society,ONL,6,7,2,3,0,2,0,1,1,0,1,0,0,0,"Eagen, Megan K"
2021,Spring,2021-sp,MUS,434,Assessment/Eval in Music Ed,ONL,0,29,4,2,1,0,2,0,0,0,1,0,0,0,"Fairbanks, Stephen T"
2021,Spring,2021-sp,MUSC,462,University Chorus,PR,1,19,2,0,1,0,0,0,1,0,0,0,1,0,"Megill, Andrew D"
2021,Spring,2021-sp,MUSC,464,Women's Glee Club,PR,7,33,0,0,0,0,0,0,0,0,0,0,1,0,"Solya, Andrea"
2021,Spring,2021-sp,MUSC,465,Men's Glee Club,PR,0,32,0,0,1,0,0,0,0,0,0,0,0,0,"Coleman, Barrington L"
2021,Spring,2021-sp,MUSC,481,Wind Orchestra,ONL,0,46,0,0,2,1,1,1,0,0,1,0,2,0,"Messina, Anthony"
2021,Spring,2021-sp,MUSE,250,The World Through Museums,OLC,3,24,7,2,6,1,2,0,0,0,0,0,3,0,"Frankenberg, Susan R"
2021,Spring,2021-sp,NPRE,101,Introduction to Energy Sources,OLC,1,9,5,7,6,4,1,2,0,0,1,2,2,0,"Andruczyk, Daniel"
2021,Spring,2021-sp,NPRE,199,Undergraduate Seminar,ONL,23,6,2,2,0,0,0,0,0,0,0,0,0,0,"Uddin, Rizwan"
